,VMA number,Filename,Title on xls,Has data?,Use weight?,Fixed Mean,Fixed High,Fixed Low,Category,Directory
2,3,SOLUTION_First_Cost_per_Implementation_Unit,SOLUTION First Cost per Implementation Unit,True,False,11520609.51104962,11520609.51104962,11520609.51104962,ships,drawdown-master/solution/ships/vma_data/VMA_info.csv
3,4,Lifetime_Capacity_CONVENTIONAL,Lifetime Capacity - CONVENTIONAL,True,False,34.625182451598675,34.625182451598675,34.625182451598675,ships,drawdown-master/solution/ships/vma_data/VMA_info.csv
4,5,Lifetime_Capacity_SOLUTION,Lifetime Capacity - SOLUTION,True,False,34.625182451598675,34.625182451598675,34.625182451598675,ships,drawdown-master/solution/ships/vma_data/VMA_info.csv
5,6,Average_Annual_Use_CONVENTIONAL,Average Annual Use - CONVENTIONAL,True,False,1.3850072980639474,1.3850072980639474,1.3850072980639474,ships,drawdown-master/solution/ships/vma_data/VMA_info.csv
6,7,Average_Annual_Use_SOLUTION,Average Annual Use - SOLUTION,True,False,1.3850072980639474,1.3850072980639474,1.3850072980639474,ships,drawdown-master/solution/ships/vma_data/VMA_info.csv
7,8,CONVENTIONAL_VARIABLE_Operating_Cost_per_Functional_Unit,CONVENTIONAL VARIABLE Operating Cost per Functional Unit,False,False,,,,ships,drawdown-master/solution/ships/vma_data/VMA_info.csv
8,9,SOLUTION_VARIABLE_Operating_Cost_per_Functional_Unit,SOLUTION VARIABLE Operating Cost per Functional Unit ,True,False,126122.9293309606,126122.9293309606,126122.9293309606,ships,drawdown-master/solution/ships/vma_data/VMA_info.csv
9,10,CONVENTIONAL_FIXED_Operating_Cost_per_Implementation_Unit,CONVENTIONAL FIXED Operating Cost per Implementation Unit,False,False,,,,ships,drawdown-master/solution/ships/vma_data/VMA_info.csv
10,11,SOLUTION_FIXED_Operating_Cost_per_Implementation_Unit,SOLUTION FIXED Operating Cost per Implementation Unit ,False,False,,,,ships,drawdown-master/solution/ships/vma_data/VMA_info.csv
11,12,Electricty_Consumed_per_Functional_Unit_CONVENTIONAL,Electricty Consumed per Functional Unit - CONVENTIONAL,False,False,,,,ships,drawdown-master/solution/ships/vma_data/VMA_info.csv
12,13,Energy_Efficiency_Factor_SOLUTION,Energy Efficiency Factor - SOLUTION,False,False,,,,ships,drawdown-master/solution/ships/vma_data/VMA_info.csv
13,14,Total_Energy_Used_per_functional_unit_SOLUTION,Total Energy Used per functional unit - SOLUTION,False,False,,,,ships,drawdown-master/solution/ships/vma_data/VMA_info.csv
14,15,Fuel_Consumed_per_Functional_Unit_CONVENTIONAL,Fuel Consumed per Functional Unit - CONVENTIONAL,True,False,3663130.513588676,3663130.513588676,3663130.513588676,ships,drawdown-master/solution/ships/vma_data/VMA_info.csv
15,16,Fuel_Efficiency_Factor_SOLUTION,Fuel Efficiency Factor - SOLUTION,True,False,0.5010773206596144,0.5010773206596144,0.5010773206596144,ships,drawdown-master/solution/ships/vma_data/VMA_info.csv
16,17,Direct_Emissions_per_CONVENTIONAL_Functional_Unit,Direct Emissions per CONVENTIONAL Functional Unit,False,False,,,,ships,drawdown-master/solution/ships/vma_data/VMA_info.csv
17,18,Direct_Emissions_per_SOLUTION_Functional_Unit,Direct Emissions per SOLUTION Functional Unit,False,False,,,,ships,drawdown-master/solution/ships/vma_data/VMA_info.csv
18,19,Indirect_CO2_Emissions_per_CONVENTIONAL_Implementation_OR_functional_Unit_CHOOSE_ONLY_ONE_on_Advanced_Controls,Indirect CO2 Emissions per CONVENTIONAL Implementation OR functional Unit -- CHOOSE ONLY ONE on Advanced Controls,False,False,,,,ships,drawdown-master/solution/ships/vma_data/VMA_info.csv
19,20,Indirect_CO2_Emissions_per_SOLUTION_Implementation_Unit_Select_on_Advanced_Controls,Indirect CO2 Emissions per SOLUTION Implementation Unit (Select on Advanced Controls),False,False,,,,ships,drawdown-master/solution/ships/vma_data/VMA_info.csv
20,21,CH4_CO2eq_Tons_Reduced,CH4-CO2eq Tons Reduced,False,False,,,,ships,drawdown-master/solution/ships/vma_data/VMA_info.csv
21,22,N2O_CO2eq_Tons_Reduced,N2O-CO2eq Tons Reduced,False,False,,,,ships,drawdown-master/solution/ships/vma_data/VMA_info.csv
22,23,CONVENTIONAL_Revenue_per_Functional_Unit,CONVENTIONAL Revenue per Functional Unit,False,False,,,,ships,drawdown-master/solution/ships/vma_data/VMA_info.csv
23,24,SOLUTION_Revenue_per_Functional_Unit,SOLUTION Revenue per Functional Unit,False,False,,,,ships,drawdown-master/solution/ships/vma_data/VMA_info.csv
24,25,Discount_Rate_Commercial_Industry,Discount Rate: Commercial / Industry,True,False,0.0922,0.1231735370921695,0.06122646290783049,ships,drawdown-master/solution/ships/vma_data/VMA_info.csv
25,26,Learning_Rate,Learning Rate,True,False,0.1,0.1,0.1,ships,drawdown-master/solution/ships/vma_data/VMA_info.csv
0,1,Current_Adoption,Current Adoption,True,False,16.290049999999994,38.96383834157406,-6.383738341574067,biogas,drawdown-master/solution/biogas/vma_data/VMA_info.csv
1,2,CONVENTIONAL_First_Cost_per_Implementation_Unit_for_replaced_practices_technologies,CONVENTIONAL First Cost per Implementation Unit for replaced practices/technologies,True,True,2010.03170851964,3373.5568673016687,646.5065497376106,biogas,drawdown-master/solution/biogas/vma_data/VMA_info.csv
2,3,SOLUTION_First_Cost_per_Implementation_Unit,SOLUTION First Cost per Implementation Unit,True,False,6111.50400286442,8184.284471222874,4038.723534505965,biogas,drawdown-master/solution/biogas/vma_data/VMA_info.csv
3,4,Lifetime_Capacity_CONVENTIONAL,Lifetime Capacity - CONVENTIONAL,True,True,178021.67440092622,225212.4575469707,130830.89125488167,biogas,drawdown-master/solution/biogas/vma_data/VMA_info.csv
4,5,Lifetime_Capacity_SOLUTION,Lifetime Capacity - SOLUTION,True,False,166920.87500000006,180303.63632955455,153538.1136704455,biogas,drawdown-master/solution/biogas/vma_data/VMA_info.csv
5,6,Average_Annual_Use_CONVENTIONAL,Average Annual Use - CONVENTIONAL,True,True,4967.648441815689,6603.246811821507,3332.0500718098688,biogas,drawdown-master/solution/biogas/vma_data/VMA_info.csv
6,7,Average_Annual_Use_SOLUTION,Average Annual Use - SOLUTION,True,False,8093.133333333334,8540.60328266575,7645.663384000917,biogas,drawdown-master/solution/biogas/vma_data/VMA_info.csv
7,8,CONVENTIONAL_Variable_Operating_Cost_VOM_per_Functional_Unit,CONVENTIONAL Variable Operating Cost (VOM) per Functional Unit,True,True,0.004752432167950817,0.007992783095689827,0.0015120812402118068,biogas,drawdown-master/solution/biogas/vma_data/VMA_info.csv
8,9,SOLUTION_Variable_Operating_Cost_VOM_per_Functional_Unit,SOLUTION Variable Operating Cost (VOM) per Functional Unit ,True,False,0.054502360811111115,0.09398479575240304,0.015019925869819178,biogas,drawdown-master/solution/biogas/vma_data/VMA_info.csv
9,10,CONVENTIONAL_Fixed_Operating_Cost_FOM,CONVENTIONAL Fixed Operating Cost (FOM),True,True,32.890645734335216,63.04748100463679,2.7338104640336525,biogas,drawdown-master/solution/biogas/vma_data/VMA_info.csv
10,11,SOLUTION_Fixed_Operating_Cost_FOM,SOLUTION Fixed Operating Cost (FOM),True,False,53.199412,53.199412,53.199412,biogas,drawdown-master/solution/biogas/vma_data/VMA_info.csv
11,12,Electricity_Consumed_per_Functional_Unit_CONVENTIONAL,Electricity Consumed per Functional Unit - CONVENTIONAL,False,False,,,,biogas,drawdown-master/solution/biogas/vma_data/VMA_info.csv
12,13,Energy_Efficiency_Factor_SOLUTION,Energy Efficiency Factor - SOLUTION,False,False,,,,biogas,drawdown-master/solution/biogas/vma_data/VMA_info.csv
13,14,Total_Energy_Used_per_SOLUTION_functional_unit,Total Energy Used per SOLUTION functional unit,False,False,,,,biogas,drawdown-master/solution/biogas/vma_data/VMA_info.csv
14,15,Fuel_Consumed_per_CONVENTIONAL_Functional_Unit,Fuel Consumed per CONVENTIONAL Functional Unit,False,False,,,,biogas,drawdown-master/solution/biogas/vma_data/VMA_info.csv
15,16,Fuel_Efficiency_Factor_SOLUTION,Fuel Efficiency Factor - SOLUTION,False,False,,,,biogas,drawdown-master/solution/biogas/vma_data/VMA_info.csv
16,17,Direct_Emissions_per_CONVENTIONAL_Functional_Unit,Direct Emissions per CONVENTIONAL Functional Unit,False,False,,,,biogas,drawdown-master/solution/biogas/vma_data/VMA_info.csv
17,18,Direct_Emissions_per_SOLUTION_Functional_Unit,Direct Emissions per SOLUTION Functional Unit,True,False,11000.0,11000.0,11000.0,biogas,drawdown-master/solution/biogas/vma_data/VMA_info.csv
18,19,Indirect_CO2_Emissions_per_CONVENTIONAL_Implementation_OR_functional_Unit_CHOOSE_ONLY_ONE_on_Advanced_Controls,Indirect CO2 Emissions per CONVENTIONAL Implementation OR functional Unit -- CHOOSE ONLY ONE on Advanced Controls,False,False,,,,biogas,drawdown-master/solution/biogas/vma_data/VMA_info.csv
19,20,Indirect_CO2_Emissions_per_SOLUTION_Implementation_Unit_Select_on_Advanced_Controls,Indirect CO2 Emissions per SOLUTION Implementation Unit (Select on Advanced Controls),False,False,,,,biogas,drawdown-master/solution/biogas/vma_data/VMA_info.csv
20,21,CH4_CO2eq_Tons_Reduced,CH4-CO2eq Tons Reduced,True,False,553364.0,553364.0,553364.0,biogas,drawdown-master/solution/biogas/vma_data/VMA_info.csv
21,22,N2O_CO2eq_Tons_Reduced,N2O-CO2eq Tons Reduced,True,False,196895.0,196895.0,196895.0,biogas,drawdown-master/solution/biogas/vma_data/VMA_info.csv
22,23,2005_2014_Average_CONVENTIONAL_Fuel_Price_per_functional_unit,2005-2014 Average CONVENTIONAL Fuel Price per functional unit,True,True,0.03446521920306304,0.041092366443973835,0.02783807196215224,biogas,drawdown-master/solution/biogas/vma_data/VMA_info.csv
23,24,Weighted_Average_CONVENTIONAL_Plant_Efficiency,Weighted Average CONVENTIONAL Plant Efficiency ,True,True,0.4102147445137418,0.4736845414315057,0.3467449475959779,biogas,drawdown-master/solution/biogas/vma_data/VMA_info.csv
24,25,Coal_Plant_Efficiency,Coal Plant Efficiency,True,False,0.36697534187007497,0.4322357828600367,0.3017149008801132,biogas,drawdown-master/solution/biogas/vma_data/VMA_info.csv
25,26,Natural_Gas_Plant_Efficiency,Natural Gas Plant Efficiency,True,False,0.4733587008768759,0.565872832325824,0.3808445694279278,biogas,drawdown-master/solution/biogas/vma_data/VMA_info.csv
26,27,Oil_Plant_Efficiency,Oil Plant Efficiency,True,False,0.39,0.39,0.39,biogas,drawdown-master/solution/biogas/vma_data/VMA_info.csv
27,28,Biogas_Plant_Effciency_Factor,Biogas Plant Effciency Factor ,True,False,0.499,0.6108436408563316,0.3871563591436684,biogas,drawdown-master/solution/biogas/vma_data/VMA_info.csv
0,1,Current_Adoption,Current Adoption,True,False,490.52398347557437,490.52398347557437,490.52398347557437,airplanes,drawdown-master/solution/airplanes/vma_data/VMA_info.csv
1,2,CONVENTIONAL_First_Cost_per_Implementation_Unit_for_replaced_practices_technologies,CONVENTIONAL First Cost per Implementation Unit for replaced practices/technologies,False,False,,,,airplanes,drawdown-master/solution/airplanes/vma_data/VMA_info.csv
2,3,SOLUTION_First_Cost_per_Implementation_Unit,SOLUTION First Cost per Implementation Unit,True,True,18028435.066958196,33656843.171043545,2400026.9628728367,airplanes,drawdown-master/solution/airplanes/vma_data/VMA_info.csv
3,4,Lifetime_Capacity_CONVENTIONAL,Lifetime Capacity - CONVENTIONAL,True,False,10.500501677840944,11.191723746004946,9.809279609676938,airplanes,drawdown-master/solution/airplanes/vma_data/VMA_info.csv
4,5,Lifetime_Capacity_SOLUTION,Lifetime Capacity - SOLUTION,True,False,10.500501677840944,11.191723746004946,9.809279609676938,airplanes,drawdown-master/solution/airplanes/vma_data/VMA_info.csv
5,6,Average_Annual_Use_CONVENTIONAL,Average Annual Use - CONVENTIONAL,True,True,0.39109939299118013,0.751247373336775,0.03095141264558543,airplanes,drawdown-master/solution/airplanes/vma_data/VMA_info.csv
6,7,Average_Annual_Use_SOLUTION,Average Annual Use - SOLUTION,True,True,0.39109939299118013,0.751247373336775,0.03095141264558543,airplanes,drawdown-master/solution/airplanes/vma_data/VMA_info.csv
7,8,CONVENTIONAL_VARIABLE_Operating_Cost_per_Functional_Unit,CONVENTIONAL VARIABLE Operating Cost per Functional Unit,False,False,,,,airplanes,drawdown-master/solution/airplanes/vma_data/VMA_info.csv
8,9,SOLUTION_VARIABLE_Operating_Cost_per_Functional_Unit,SOLUTION VARIABLE Operating Cost per Functional Unit ,False,False,,,,airplanes,drawdown-master/solution/airplanes/vma_data/VMA_info.csv
9,10,CONVENTIONAL_FIXED_Operating_Cost_per_Implementation_Unit,CONVENTIONAL FIXED Operating Cost per Implementation Unit,False,False,,,,airplanes,drawdown-master/solution/airplanes/vma_data/VMA_info.csv
10,11,SOLUTION_FIXED_Operating_Cost_per_Implementation_Unit,SOLUTION FIXED Operating Cost per Implementation Unit ,False,False,,,,airplanes,drawdown-master/solution/airplanes/vma_data/VMA_info.csv
11,12,Electricty_Consumed_per_Functional_Unit_CONVENTIONAL,Electricty Consumed per Functional Unit - CONVENTIONAL,False,False,,,,airplanes,drawdown-master/solution/airplanes/vma_data/VMA_info.csv
12,13,Energy_Efficiency_Factor_SOLUTION,Energy Efficiency Factor - SOLUTION,False,False,,,,airplanes,drawdown-master/solution/airplanes/vma_data/VMA_info.csv
13,14,Total_Energy_Used_per_functional_unit_SOLUTION,Total Energy Used per functional unit - SOLUTION,False,False,,,,airplanes,drawdown-master/solution/airplanes/vma_data/VMA_info.csv
14,15,Fuel_Consumed_per_Functional_Unit_CONVENTIONAL,Fuel Consumed per Functional Unit - CONVENTIONAL,True,False,64340127.99612951,71471535.78652185,57208720.20573718,airplanes,drawdown-master/solution/airplanes/vma_data/VMA_info.csv
15,16,Fuel_Efficiency_Factor_SOLUTION,Fuel Efficiency Factor - SOLUTION,True,False,0.14916666666666664,0.16610200119408464,0.13223133213924865,airplanes,drawdown-master/solution/airplanes/vma_data/VMA_info.csv
16,17,Direct_Emissions_per_CONVENTIONAL_Functional_Unit,Direct Emissions per CONVENTIONAL Functional Unit,False,False,,,,airplanes,drawdown-master/solution/airplanes/vma_data/VMA_info.csv
17,18,Direct_Emissions_per_SOLUTION_Functional_Unit,Direct Emissions per SOLUTION Functional Unit,False,False,,,,airplanes,drawdown-master/solution/airplanes/vma_data/VMA_info.csv
18,19,Indirect_CO2_Emissions_per_CONVENTIONAL_Implementation_OR_functional_Unit_CHOOSE_ONLY_ONE_on_Advanced_Controls,Indirect CO2 Emissions per CONVENTIONAL Implementation OR functional Unit -- CHOOSE ONLY ONE on Advanced Controls,False,False,,,,airplanes,drawdown-master/solution/airplanes/vma_data/VMA_info.csv
19,20,Indirect_CO2_Emissions_per_SOLUTION_Implementation_Unit_Select_on_Advanced_Controls,Indirect CO2 Emissions per SOLUTION Implementation Unit (Select on Advanced Controls),False,False,,,,airplanes,drawdown-master/solution/airplanes/vma_data/VMA_info.csv
20,21,CH4_CO2eq_Tons_Reduced,CH4-CO2eq Tons Reduced,False,False,,,,airplanes,drawdown-master/solution/airplanes/vma_data/VMA_info.csv
21,22,N2O_CO2eq_Tons_Reduced,N2O-CO2eq Tons Reduced,False,False,,,,airplanes,drawdown-master/solution/airplanes/vma_data/VMA_info.csv
22,23,Average_Seat_Capacity_Single_Aisle,Average Seat Capacity - Single Aisle,True,False,150.0,150.0,150.0,airplanes,drawdown-master/solution/airplanes/vma_data/VMA_info.csv
23,24,Average_Stage_Length_Flown_of_Total_Operating_Fleet_in_the_world_Distances_traveled_from_takeoff_to_landing,Average Stage Length Flown of Total Operating Fleet in the world (Distances traveled from takeoff to landing),True,False,1791.0215714285714,2253.092300637812,1328.9508422193312,airplanes,drawdown-master/solution/airplanes/vma_data/VMA_info.csv
24,25,Average_fleet_wide_working_hours_per_day,Average fleet-wide working hours per day,True,False,12.5,12.5,12.5,airplanes,drawdown-master/solution/airplanes/vma_data/VMA_info.csv
25,26,Average_time_hrs_between_consecutive_flights,Average time (hrs) between consecutive flights),True,False,1.5,1.5,1.5,airplanes,drawdown-master/solution/airplanes/vma_data/VMA_info.csv
26,27,Average_Cruise_Speed_Single_Aisle,Average Cruise Speed - Single Aisle,True,False,822.0,822.0,822.0,airplanes,drawdown-master/solution/airplanes/vma_data/VMA_info.csv
27,28,Solution_Load_Factor,Solution Load Factor,True,False,0.7827333333333334,0.8438872012041031,0.7215794654625637,airplanes,drawdown-master/solution/airplanes/vma_data/VMA_info.csv
28,29,Discount_Rate_Commercial,Discount Rate - Commercial,True,False,0.0922,0.1231735370921695,0.06122646290783049,airplanes,drawdown-master/solution/airplanes/vma_data/VMA_info.csv
29,30,CONVENTIONAL_Revenue_per_Functional_Unit,CONVENTIONAL Revenue per Functional Unit,False,False,,,,airplanes,drawdown-master/solution/airplanes/vma_data/VMA_info.csv
30,31,SOLUTION_Revenue_per_Functional_Unit,SOLUTION Revenue per Functional Unit,False,False,,,,airplanes,drawdown-master/solution/airplanes/vma_data/VMA_info.csv
31,32,Average_Seat_Capacity_Twin_Aisle,Average Seat Capacity - Twin Aisle,True,False,325.0,325.0,325.0,airplanes,drawdown-master/solution/airplanes/vma_data/VMA_info.csv
32,33,Average_Cruise_Speed_Twin_Aisle,Average Cruise Speed - Twin Aisle,True,False,950.0,950.0,950.0,airplanes,drawdown-master/solution/airplanes/vma_data/VMA_info.csv
0,1,Current_Adoption,Current Adoption,True,False,1.85,2.885615758860399,0.8143842411396012,smartthermostats,drawdown-master/solution/smartthermostats/vma_data/VMA_info.csv
1,2,CONVENTIONAL_First_Cost_per_Implementation_Unit_for_replaced_practices_technologies,CONVENTIONAL First Cost per Implementation Unit for replaced practices/technologies,True,True,39.3510612050925,58.65245389576494,20.049668514420066,smartthermostats,drawdown-master/solution/smartthermostats/vma_data/VMA_info.csv
2,3,SOLUTION_First_Cost_per_Implementation_Unit,SOLUTION First Cost per Implementation Unit,True,False,225.9430153073019,284.75532085039487,167.13070976420886,smartthermostats,drawdown-master/solution/smartthermostats/vma_data/VMA_info.csv
3,4,Lifetime_Capacity_CONVENTIONAL,Lifetime Capacity - CONVENTIONAL,True,True,23.75,41.33905909933786,6.1609409006621405,smartthermostats,drawdown-master/solution/smartthermostats/vma_data/VMA_info.csv
4,5,Lifetime_Capacity_SOLUTION,Lifetime Capacity - SOLUTION,True,False,10.0,10.0,10.0,smartthermostats,drawdown-master/solution/smartthermostats/vma_data/VMA_info.csv
5,6,Average_Annual_Use_CONVENTIONAL,Average Annual Use - CONVENTIONAL,False,False,,,,smartthermostats,drawdown-master/solution/smartthermostats/vma_data/VMA_info.csv
6,7,Average_Annual_Use_SOLUTION,Average Annual Use - SOLUTION,False,False,,,,smartthermostats,drawdown-master/solution/smartthermostats/vma_data/VMA_info.csv
7,8,CONVENTIONAL_VARIABLE_Operating_Cost_per_Functional_Unit,CONVENTIONAL VARIABLE Operating Cost per Functional Unit,True,False,738936667.2834519,738936667.2834519,738936667.2834519,smartthermostats,drawdown-master/solution/smartthermostats/vma_data/VMA_info.csv
