,0,1,2,3,4,5,6
50,electricity for synfuel production ,0,0,0,0,0,0
51,final energy consumption (electricity) ,"4,459","4,578","4,741","4,922","5,207","4,607"
52,"fluctuating res (pv, wind, ocean) ",166,778,"1,666","2,568","3,674","4,085"
53,share of fluctuating res ,3%,14%,29%,41%,51%,57%
54,res share (domestic generation) ,18%,32%,48%,66%,83%,96%
0,table 13.2.9 Oecd north america: final energy consumption in transport pj/a,2012,2020,2025,2030,2040,2050
1,road ,"25,564","22,925","20,439","17,497","11,049","7,927"
2,fossil fuels ,"24,388","21,554","18,129","13,380","4,003",700
3,biofuels ,"1,139","1,185","1,131","1,089",583,453
4,synfuels ,0,0,0,0,0,0
5,natural gas ,32,10,59,128,183,200
6,hydrogen ,0,11,178,794,"2,113","3,212"
7,electricity ,5,166,943,"2,106","4,168","3,362"
8,rail ,663,676,697,686,710,559
9,fossil fuels ,624,567,489,389,259,84
10,biofuels ,0,34,63,81,103,56
11,synfuels ,0,0,0,0,0,0
12,electricity ,39,75,145,217,348,418
13,navigation ,550,566,576,598,637,696
14,fossil fuels ,550,550,548,528,437,357
15,biofuels ,0,16,28,70,200,339
16,synfuels ,0,0,0,0,0,0
17,aviation ,"2,161","2,047","1,922","1,762","1,582","1,678"
18,fossil fuels ,"2,161","2,047","1,868","1,596","1,190","1,007"
19,biofuels ,0,0,54,166,392,671
20,synfuels ,0,0,0,0,0,0
21,total (incl. pipelines) ,"29,748","26,878","24,224","21,060","14,347","11,083"
22,fossil fuels ,"27,723","24,717","21,034","15,894","5,889","2,148"
23,biofuels (incl. biogas) ,"1,139","1,235","1,276","1,405","1,278","1,520"
24,synfuels ,0,0,0,0,0,0
25,natural gas ,842,670,640,624,487,271
26,hydrogen ,0,11,178,794,"2,113","3,212"
27,electricity ,44,243,"1,097","2,343","4,582","3,932"
28,total res ,"1,147","1,316","1,891","3,486","6,835","8,396"
29,res share ,4%,5%,8%,17%,48%,76%
0,table 13.2.10 Oecd north america: heat supply pj/a,2012,2020,2025,2030,2040,2050
1,district heating plants ,0,103,352,653,"1,553","1,823"
2,fossil fuels ,0,0,0,0,0,0
3,biomass ,0,55,146,224,378,152
4,solar collectors ,0,25,114,239,642,904
5,geothermal ,0,23,92,189,534,768
6,heat from chp1 ,867,"1,119","1,456","1,903","2,678","3,120"
7,fossil fuels ,779,799,842,888,762,406
8,biomass ,88,247,370,550,884,"1,188"
9,geothermal ,0,32,135,286,688,"1,105"
10,hydrogen ,0,42,108,179,344,421
11,direct heating ,"19,082","20,003","19,331","18,515","15,967","13,373"
12,fossil fuels ,"15,798","15,559","13,652","11,415","5,645","1,597"
13,biomass ,"1,697","1,896","1,800","1,593","1,143",592
14,solar collectors ,68,549,"1,345","2,309","3,979","4,372"
15,geothermal ,0,73,111,149,219,208
16,heat pumps2 ,14,245,625,"1,135","2,630","3,736"
17,electric direct heating ,"1,506","1,680","1,751","1,778","1,925","2,201"
18,hydrogen ,0,0,47,137,426,667
19,total heat supply3 ,"19,949","21,226","21,139","21,072","20,198","18,316"
20,fossil fuels ,"16,577","16,358","14,494","12,303","6,407","2,003"
21,biomass ,"1,784","2,198","2,316","2,367","2,405","1,932"
22,solar collectors ,68,574,"1,459","2,548","4,620","5,275"
23,geothermal ,0,128,338,625,"1,440","2,080"
24,heat pumps2 ,14,245,625,"1,135","2,630","3,736"
25,electric direct heating ,"1,506","1,680","1,751","1,778","1,925","2,201"
26,hydrogen ,0,42,156,316,770,"1,089"
27,res share (including res electricity) ,11%,18%,27%,39%,67%,89%
0,table 13.2.10: Oecd north america: installed capacity gw,2012,2020,2025,2030,2040,2050
1,total generation ,"1,356","1,472","1,879","2,328","2,814","2,785"
2,fossil ,932,801,761,693,626,416
3,hard coal (& non-renewable waste) ,163,87,51,46,18,0
4,lignite ,188,122,64,5,0,0
5,gas (w/o h2) ,495,545,606,621,599,412
6,oil ,75,39,34,18,7,4
7,diesel ,11,7,5,3,2,0
8,nuclear ,124,66,48,7,0,0
9,"hydrogen (fuel cells, gas power plants, gas chp) ",0,2,4,7,13,17
10,renewables ,300,604,"1,066","1,621","2,175","2,353"
11,hydro ,204,213,219,225,230,233
12,wind ,67,206,397,544,730,763
13,of which wind offshore ,0,5,14,30,124,156
14,pv ,9,145,379,668,850,869
15,biomass (& renewable waste) ,16,21,23,27,33,62
16,geothermal ,4,8,15,31,56,80
17,solar thermal power plants ,1,5,25,101,181,198
18,ocean energy ,0,5,9,26,96,149
19,"fluctuating res (pv, wind, ocean) ",75,356,784,"1,238","1,675","1,780"
20,share of fluctuating res ,6%,24%,42%,53%,60%,64%
21,res share (domestic generation) ,22%,41%,57%,70%,77%,84%
0,table 13.2.12: Oecd north america: final energy demand pj/a,2012,2020,2025,2030,2040,2050
1,total (incl. non-energy use) ,"73,586","72,407","68,013","62,729","50,750","41,781"
2,total energy use1 ,"67,806","65,608","61,544","56,593","45,438","37,264"
3,transport ,"29,748","26,878","24,224","21,060","14,347","11,083"
4,oil products ,"27,723","24,717","21,034","15,894","5,889","2,148"
5,natural gas ,842,670,640,624,487,271
6,biofuels ,"1,139","1,235","1,276","1,405","1,278","1,520"
7,synfuels ,0,0,0,0,0,0
8,electricity ,44,243,"1,097","2,343","4,582","3,932"
9,RES electricity ,8,77,530,"1,554","3,803","3,784"
10,hydrogen ,0,11,178,794,"2,113","3,212"
11,res share transport ,4%,5%,8%,17%,48%,76%
12,industry ,"14,131","14,805","14,269","13,560","11,765","9,918"
13,electricity ,"4,191","4,746","4,910","4,882","4,931","5,033"
14,RES electricity ,772,"1,501","2,371","3,239","4,093","4,843"
15,public district heat ,241,284,294,304,307,276
16,RES district heat ,15,105,163,206,262,262
17,hard coal & lignite ,988,833,633,392,111,0
18,oil products ,"1,406","1,103",796,514,205,8
19,gas ,"5,943","5,956","5,419","5,025","3,281","1,684"
20,solar ,0,150,383,588,916,966
21,biomass ,"1,358","1,583","1,550","1,368",934,532
22,geothermal ,4,151,229,333,620,716
23,hydrogen ,0,0,54,154,461,702
24,res share industry ,15%,24%,33%,43%,61%,81%
25,other sectors ,"23,927","23,925","23,051","21,973","19,325","16,263"
26,electricity ,"11,819","11,493","11,060","10,494","9,234","7,619"
27,RES electricity ,"2,177","3,634","5,342","6,963","7,666","7,332"
28,public district heat ,57,144,504,929,"2,076","2,515"
29,RES district heat ,4,53,280,631,"1,773","2,390"
30,hard coal & lignite ,49,22,0,0,0,0
31,oil products ,"3,119","2,454","1,924","1,305",549,55
32,gas ,"7,906","8,270","7,329","6,051","2,352",203
33,solar ,68,399,961,"1,720","3,063","3,405"
34,biomass ,905,"1,050",950,845,524,173
35,geothermal ,5,94,323,629,"1,528","2,294"
36,hydrogen ,0,0,0,0,0,0
37,res share other sectors ,13%,22%,34%,49%,75%,96%
38,total res ,"6,455","10,035","14,472","20,110","28,597","31,985"
39,res share ,10%,15%,24%,36%,63%,86%
40,non energy use ,"5,780","6,799","6,469","6,136","5,313","4,517"
41,oil ,"4,932","5,378","4,285","3,544","1,845",539
42,gas ,842,697,650,525,340,191
43,coal ,6,724,"1,534","2,067","3,128","3,787"
0,table 13.2.13: Oecd north america: cO2 emissions mill t/a,2012,2020,2025,2030,2040,2050
1,condensation power plants ,"2,203","1,786","1,222",764,395,56
2,hard coal (& non-renewable waste) ,662,409,236,177,69,0
3,lignite ,988,708,362,25,0,0
4,gas ,495,637,598,549,322,55
5,oil ,51,27,21,11,2,1
6,diesel ,6,5,4,2,1,0
7,combined heat and power plants ,162,159,151,146,109,53
8,hard coal (& non-renewable waste) ,38,33,26,18,4,0
9,lignite ,4,0,0,0,0,0
10,gas ,111,121,122,127,105,52
11,oil ,9,5,2,1,1,1
12,co2 emissions power and chp plants ,"2,365","1,944","1,372",910,504,108
13,hard coal (& non-renewable waste) ,700,442,263,195,73,0
14,lignite ,992,708,362,25,0,0
15,gas ,606,758,720,676,427,106
16,oil & diesel ,66,37,27,14,4,2
17,co intensity (g/kWh),2,,,,,
18,without credit for chp heat,,,,,,
19,co2 intensity fossil electr. generation ,708,615,536,448,412,406
20,co2 intensity total electr. generation ,455,362,241,146,70,15
21,co2 emissions by sector ,"5,949","5,147","4,087","3,017","1,385",397
22,"% of 1990 emissions (5,554 mill t) 107%",107%,93%,74%,54%,25%,7%
23,industry1 ,558,520,446,375,221,103
24,other sectors1 ,659,632,547,444,195,35
25,transport ,"1,998","1,780","1,518","1,151",434,165
26,power generation2 ,"2,313","1,889","1,317",853,455,76
27,other conversion3 ,421,325,259,194,80,17
28,population (mill.) ,477,512,532,551,582,606
29,co2 emissions per capita (t/capita) ,12.5,10.1,7.7,5.5,2.4,0.7
0,table 13.2.14: Oecd north america: primary energy demand pj/a,2012,2020,2025,2030,2040,2050
1,total ,"107,517","101,342","92,037","82,666","69,040","58,357"
2,fossil ,"89,639","82,289","68,485","54,106","28,340","11,322"
3,hard coal (& non-renewable waste) ,"9,397","6,966","5,402","4,862","4,206","3,911"
4,lignite ,"9,466","6,643","3,399",236,0,0
5,natural gas ,"30,696","31,708","29,046","26,001","15,084","4,492"
6,crude oil ,"40,081","36,972","30,638","23,006","9,051","2,919"
7,nuclear ,"9,872","5,542","4,075",578,0,0
8,renewables ,"8,006","13,511","19,478","27,982","40,699","47,035"
9,hydro ,"2,488","2,668","2,755","2,794","2,815","2,815"
10,wind ,565,"2,012","3,943","5,499","7,753","8,304"
11,solar ,111,"1,363","3,724","7,513","12,573","14,374"
12,biomass (& renewable waste) ,"4,270","5,675","5,806","6,043","5,802","5,444"
13,geothermal ,572,"1,735","3,145","5,856","10,788","14,442"
14,ocean energy ,0,59,104,277,968,"1,656"
15,of which non-energy use ,"5,780","6,799","6,469","6,136","5,313","4,517"
16,net electricity imports (final energy) ,-14,-10,-10,-10,-10,-10
17,total incl. net electricity import ,"8,003","13,508","19,476","27,786","40,435","46,706"
0,table 13.2.15 Oecd north america: electricity generation twh/a,2012,2020,2025,2030,2040,2050
1,power plants ,"4,856","5,065","5,755","6,473","7,833","8,574"
2,hard coal (& non-renewable waste) ,768,364,159,35,24,0
3,lignite ,941,709,374,27,0,0
4,gas ,"1,234","1,607","1,558","1,449",851,146
5,of which from H2 ,0,0,16,30,103,146
6,oil ,75,40,31,16,4,0
7,diesel ,9,7,5,3,1,0
8,nuclear ,905,508,374,53,0,0
9,biomass (& renewable waste) ,42,44,34,26,14,16
10,hydro ,691,741,765,776,782,782
11,wind ,157,674,"1,417","1,858","2,524","2,942"
12,of which wind offshore ,0,20,60,143,582,774
13,pv ,9,275,779,"1,289","1,531","1,852"
14,geothermal ,24,57,106,223,457,588
15,solar thermal power plants ,1,22,118,612,"1,312","1,648"
16,ocean energy ,0,18,34,96,343,600
17,combined heat and power plants ,347,398,435,496,548,502
18,hard coal (& non-renewable waste) ,42,38,30,19,4,0
19,lignite ,5,0,0,0,0,0
20,gas ,254,279,283,296,242,122
21,of which from H2 ,0,0,3,6,29,122
22,oil ,12,6,3,2,1,0
23,biomass (& renewable waste) ,34,64,88,119,166,182
24,geothermal ,0,4,16,35,86,141
25,hydrogen ,0,6,15,25,48,57
26,CHP by producer,,,,,,
27,main activity producers ,194,221,231,250,262,238
28,autoproducers ,153,177,205,246,286,264
29,total generation ,"5,203","5,463","6,190","6,969","8,381","9,076"
30,fossil ,"3,340","3,049","2,425","1,812",995,0
31,hard coal (& non-renewable waste) ,810,402,189,54,28,0
32,lignite ,946,709,374,27,0,0
33,gas ,"1,487","1,885","1,823","1,710",961,0
34,oil ,87,46,35,18,5,0
35,diesel ,9,7,5,3,1,0
36,nuclear ,905,508,374,53,0,0
37,hydrogen ,0,6,33,60,180,325
38,of which renewable H2 ,0,2,18,44,158,325
39,renewables (w/o renewable hydrogen) ,958,"1,901","3,358","5,033","7,216","8,751"
40,hydro ,691,741,765,776,782,782
41,wind ,157,674,"1,417","1,858","2,524","2,942"
42,pv ,9,275,779,"1,289","1,531","1,852"
43,biomass (& renewable waste) ,76,109,121,144,180,198
44,geothermal ,24,62,123,258,544,730
45,solar thermal power plants ,1,22,118,612,"1,312","1,648"
46,ocean energy ,0,18,34,96,343,600
47,distribution losses ,358,399,414,431,453,446
48,own consumption electricity ,382,362,374,388,411,405
49,electricity for hydrogen production ,0,47,443,782,"1,599","2,720"
50,electricity for synfuel production ,0,9,22,29,275,501
51,final energy consumption (electricity) ,"4,459","4,643","4,934","5,325","5,650","5,002"
52,"fluctuating res (pv, wind, ocean) ",166,968,"2,230","3,243","4,398","5,393"
53,share of fluctuating res ,3%,18%,36%,47%,52%,59%
54,res share (domestic generation) ,18%,35%,55%,73%,88%,100%
0,table 13.2.16 Oecd north america: final energy consumption in transport pj/a,2012,2020,2025,2030,2040,2050
1,road ,"25,564","22,542","19,288","15,624","8,504","5,477"
2,fossil fuels ,"24,388","21,070","16,155","10,809","1,795",0
3,biofuels ,"1,139","1,150","1,159",989,702,278
4,synfuels ,0,12,28,31,223,138
5,natural gas ,32,0,0,0,0,0
6,hydrogen ,0,52,660,"1,247","2,049","2,501"
7,electricity ,5,270,"1,314","2,579","3,957","2,699"
8,rail ,663,743,885,"1,043","1,401","1,399"
9,fossil fuels ,624,536,427,299,130,0
10,biofuels ,0,16,41,51,66,47
11,synfuels ,0,0,1,2,21,23
12,electricity ,39,190,416,691,"1,184","1,329"
13,navigation ,550,566,576,598,637,696
14,fossil fuels ,550,561,567,517,414,0
15,biofuels ,0,6,8,78,169,465
16,synfuels ,0,0,0,2,54,231
17,aviation ,"2,161","2,026","1,865","1,639","1,249","1,091"
18,fossil fuels ,"2,161","2,016","1,846","1,426",812,0
19,biofuels ,0,10,18,207,332,729
20,synfuels ,0,0,0,6,105,361
21,total (incl. pipelines) ,"29,748","26,549","23,226","19,443","12,373","9,009"
22,fossil fuels ,"27,723","24,183","18,995","13,051","3,152",0
23,biofuels (incl. biogas) ,"1,139","1,182","1,227","1,325","1,269","1,520"
24,synfuels ,0,13,30,41,403,753
25,natural gas ,842,653,557,454,200,0
26,hydrogen ,0,52,660,"1,247","2,049","2,501"
27,electricity ,44,466,"1,758","3,325","5,300","4,236"
28,total res ,"1,147","1,367","2,562","4,691","8,082","9,009"
29,res share ,4%,5%,11%,24%,65%,100%
0,table 13.2.17 Oecd north america: heat supply pj/a,2012,2020,2025,2030,2040,2050
1,district heating plants ,0,103,352,653,"1,553","1,824"
2,fossil fuels ,0,0,0,0,0,0
3,biomass ,0,55,146,224,378,152
4,solar collectors ,0,25,114,239,642,904
5,geothermal ,0,23,92,189,534,768
6,heat from chp1 ,867,"1,119","1,456","1,903","2,678","3,118"
7,fossil fuels ,779,799,835,871,672,0
8,biomass ,88,247,370,550,884,"1,188"
9,geothermal ,0,32,135,286,688,"1,105"
10,hydrogen ,0,42,116,196,434,825
11,direct heating ,"19,082","20,003","19,331","18,515","15,967","13,375"
12,fossil fuels ,"15,798","15,559","13,574","11,317","5,310",0
13,biomass ,"1,697","1,896","1,800","1,593","1,143",592
14,solar collectors ,68,549,"1,358","2,321","4,033","4,388"
15,geothermal ,0,73,111,149,219,203
16,heat pumps2 ,14,245,625,"1,135","2,630","3,737"
17,electric direct heating ,"1,506","1,680","1,751","1,797","1,971","2,351"
18,hydrogen ,0,0,113,203,661,"2,103"
19,total heat supply3 ,"19,949","21,226","21,139","21,072","20,198","18,316"
20,fossil fuels ,"16,577","16,358","14,409","12,188","5,982",0
21,biomass ,"1,784","2,198","2,316","2,367","2,405","1,932"
22,solar collectors ,68,574,"1,472","2,561","4,675","5,292"
23,geothermal ,0,128,338,625,"1,440","2,076"
24,heat pumps2 ,14,245,625,"1,135","2,630","3,737"
25,electric direct heating ,"1,506","1,680","1,751","1,797","1,971","2,351"
26,hydrogen ,0,42,229,398,"1,095","2,928"
27,res share (including res electricity) ,11%,18%,28%,40%,69%,100%
0,table 13.2.18: Oecd north america: installed capacity gw,2012,2020,2025,2030,2040,2050
1,total generation ,"1,356","1,554","2,197","2,768",3.290,3.629
2,fossil ,932,785,774,712,575,0
3,hard coal (& non-renewable waste) ,163,68,38,12,12,0
4,lignite ,188,121,65,5,0,0
5,gas (w/o h2) ,495,547,632,671,552,0
6,oil ,75,41,34,21,8,0
7,diesel ,11,7,5,3,2,0
8,nuclear ,124,66,48,7,0,0
9,"hydrogen (fuel cells, gas power plants, gas chp) ",0,2,10,21,89,528
10,renewables ,300,702,"1,365","2,028","2,626","3,102"
11,hydro ,204,213,219,227,239,257
12,wind ,67,248,514,661,852,971
13,of which wind offshore ,0,6,17,40,159,209
14,pv ,9,197,546,893,"1,038","1,224"
15,biomass (& renewable waste) ,16,21,23,27,33,37
16,geothermal ,4,9,20,38,95,134
17,solar thermal power plants ,1,7,34,149,248,286
18,ocean energy ,0,6,11,33,122,193
19,"fluctuating res (pv, wind, ocean) ",75,451,"1,070","1,586","2,011","2,387"
20,share of fluctuating res ,6%,29%,49%,57%,61%,66%
21,res share (domestic generation) ,22%,45%,62%,73%,80%,85%
0,table 13.2.19: Oecd north america: final energy demand pj/a,2012,2020,2025,2030,2040,2050
1,total (incl. non-energy use) ,"73,586","72,086","67,040","61,433","49,361","40,402"
2,total energy use1 ,"67,806","65,286","60,571","55,297","44,048","35,885"
3,transport ,"29,748","26,549","23,226","19,443","12,373","9,009"
4,oil products ,"27,723","24,183","18,995","13,051","3,152",0
5,natural gas ,842,653,557,454,200,0
6,biofuels ,"1,139","1,182","1,227","1,325","1,269","1,520"
7,synfuels ,0,13,30,41,403,753
8,electricity ,44,466,"1,758","3,325","5,300","4,236"
9,RES electricity ,8,162,959,"2,426","4,658","4,236"
10,hydrogen ,0,52,660,"1,247","2,049","2,501"
11,res share transport ,4%,5%,11%,24%,65%,100%
12,industry ,"14,131","14,805","14,269","13,623","11,875","10,049"
13,electricity ,"4,191","4,746","4,910","4,994","5,138","5,374"
14,RES electricity ,772,"1,653","2,678","3,644","4,515","5,374"
15,public district heat ,241,284,294,304,307,276
16,RES district heat ,15,105,164,208,267,276
17,hard coal & lignite ,988,833,633,387,111,0
18,oil products ,"1,406","1,103",796,479,154,0
19,gas ,"5,943","5,956","5,419","5,065","3,251",0
20,solar ,0,150,383,588,916,962
21,biomass ,"1,358","1,583","1,550","1,368",934,532
22,geothermal ,4,151,229,333,620,712
23,hydrogen ,0,0,54,105,445,"2,193"
24,res share industry ,15%,25%,35%,46%,64%,100%
25,other sectors ,"23,927","23,932","23,075","22,231","19,800","16,826"
26,electricity ,"11,819","11,502","11,094","10,852","9,903","8,396"
27,RES electricity ,"2,177","4,006","6,051","7,918","8,703","8,396"
28,public district heat ,57,144,504,929,"2,076","2,516"
29,RES district heat ,4,53,281,635,"1,805","2,516"
30,hard coal & lignite ,49,22,5,11,13,0
31,oil products ,"3,119","2,452","1,916","1,221",389,0
32,gas ,"7,906","8,270","7,236","5,893","1,986",0
33,solar ,68,399,974,"1,733","3,117","3,426"
34,biomass ,905,"1,050",950,845,524,173
35,geothermal ,5,94,323,629,"1,528","2,294"
36,hydrogen ,0,0,73,120,265,21
37,res share other sectors ,13%,23%,37%,53%,80%,100%
38,total res ,"6,455","10,611","16,215","22,756","31,636","35,884"
39,res share ,10%,16%,27%,41%,72%,100%
40,non energy use ,"5,780","6,799","6,469","6,136","5,313","4,517"
41,oil ,"4,932","5,378","4,285","3,544","1,845",539
42,gas ,842,697,650,525,340,191
43,coal ,6,724,"1,534","2,067","3,128","3,787"
0,table 13.2.20 Oecd north america: cO2 emissions mill t/a,2012,2020,2025,2030,2040,2050
1,condensation power plants ,"2,203","1,689","1,115",597,299,0
2,hard coal (& non-renewable waste) ,662,312,135,21,27,0
3,lignite ,988,708,362,25,0,0
4,gas ,495,637,592,538,269,0
5,oil ,51,27,21,11,2,0
6,diesel ,6,5,4,2,1,0
7,combined heat and power plants ,162,159,150,143,97,0
8,hard coal (& non-renewable waste) ,38,33,26,18,4,0
9,lignite ,4,0,0,0,0,0
10,gas ,111,121,121,125,92,0
11,oil ,9,5,2,1,1,0
12,co2 emissions power and chp plants ,"2,365","1,848","1,264",740,396,0
13,hard coal (& non-renewable waste) ,700,345,162,38,31,0
14,lignite ,992,708,362,25,0,0
15,gas ,606,758,713,663,361,0
16,oil & diesel ,66,37,27,14,4,0
17,co intensity (g/kWh),2,,,,,
18,without credit for chp heat,,,,,,
19,co2 intensity fossil electr. generation ,708,606,521,409,398,0
20,co2 intensity total electr. generation ,455,338,204,106,47,0
21,co2 emissions by sector ,"5,949","4,990","3,783","2,570",990,0
22,"% of 1990 emissions (5,554 mill t) 107%",107%,90%,68%,46%,18%,0%
23,industry1 ,558,520,446,374,213,0
24,other sectors1 ,659,632,542,430,162,0
25,transport ,"1,998","1,741","1,368",940,227,0
26,power generation2 ,"2,313","1,792","1,210",684,352,0
27,other conversion3 ,421,304,218,143,35,0
28,population (mill.) ,477,512,532,551,582,606
29,co2 emissions per capita (t/capita) ,12.5,9.8,7.1,4.7,1.7,0.0
0,table 13.2.21: Oecd north america: primary energy demand pj/a,2012,2020,2025,2030,2040,2050
1,total ,"107,517","100,471","90,855","81,241","70,388","61,106"
2,fossil ,"89,639","80,551","64,743","48,501","22,634","4,528"
3,hard coal (& non-renewable waste) ,"9,397","5,793","4,175","2,985","3,624","3,788"
4,lignite ,"9,466","6,643","3,399",236,0,0
5,natural gas ,"30,696","31,732","28,766","25,492","13,129",201
6,crude oil ,"40,081","36,382","28,402","19,787","5,881",539
7,nuclear ,"9,872","5,542","4,075",578,0,0
8,renewables ,"8,006","14,379","22,038","32,161","47,754","56,579"
9,hydro ,"2,488","2,668","2,755","2,794","2,815","2,815"
10,wind ,565,"2,427","5,103","6,690","9,088","10,592"
11,solar ,111,"1,643","4,703","9,406","14,914","17,893"
12,biomass (& renewable waste) ,"4,270","5,595","5,735","5,931","5,791","5,444"
13,geothermal ,572,"1,979","3,619","6,997","13,913","17,675"
14,ocean energy ,0,66,122,344,"1,234","2,159"
15,of which non-energy use ,"5,780","6,799","6,469","6,136","5,313","4,517"
16,net electricity imports (final energy) ,-14,-10,-10,-10,-10,-10
17,total incl. net electricity import ,"8,003","14,375","22,036","31,946","47,474","56,236"
18,res share ,7%,14%,24%,39%,67%,92%
0,table 13.3.1 latin america: electricity generation twh/a,2012,2020,2025,2030,2040,2050
1,power plants ,"1,152","1,495","1,742","1,989","2,490","2,904"
2,hard coal (& non-renewable waste) ,31,70,80,90,125,234
3,lignite ,7,8,8,9,10,11
4,gas ,198,247,340,434,639,778
5,of which from H2 ,0,0,0,0,0,0
6,oil ,121,95,75,55,33,15
7,diesel ,29,33,37,41,54,63
8,nuclear ,22,34,41,48,58,71
9,biomass (& renewable waste) ,10,27,37,46,66,75
10,hydro ,722,921,"1,029","1,137","1,319","1,400"
11,wind ,8,48,73,98,130,170
12,of which wind offshore ,0,1,2,4,10,20
13,pv ,0,6,10,15,24,36
14,geothermal ,4,6,10,13,21,25
15,solar thermal power plants ,0,0,2,3,11,23
16,ocean energy ,0,0,0,0,1,2
17,combined heat and power plants ,63,72,75,79,85,92
18,hard coal (& non-renewable waste) ,1,0,0,0,0,0
19,lignite ,0,0,0,0,0,0
20,gas ,16,17,16,16,15,15
21,of which from H2 ,0,0,0,0,0,0
22,oil ,6,7,7,7,7,8
23,biomass (& renewable waste) ,40,48,52,55,63,69
24,geothermal ,0,0,0,0,0,0
25,hydrogen ,0,0,0,0,0,0
26,CHP by producer,,,,,,
27,main activity producers ,0,0,0,0,0,0
28,autoproducers ,63,72,75,78,85,92
29,total generation ,"1,216","1,567","1,817","2,067","2,576","2,996"
30,fossil ,409,476,564,652,884,"1,124"
31,hard coal (& non-renewable waste) ,32,70,81,90,125,234
32,lignite ,8,8,9,9,10,11
33,gas ,213,264,356,449,654,793
34,oil ,127,101,82,62,40,23
35,diesel ,29,33,37,41,54,63
36,nuclear ,22,34,41,48,58,71
37,hydrogen ,0,0,0,0,0,0
38,of which renewable H2 ,0,0,0,0,0,0
39,renewables (w/o renewable hydrogen) ,784,"1,057","1,212","1,368","1,633","1,801"
40,hydro ,722,921,"1,029","1,137","1,319","1,400"
41,wind ,8,48,73,98,130,170
42,pv ,0,6,10,15,24,36
43,biomass (& renewable waste) ,50,75,89,102,129,144
44,geothermal ,4,6,10,13,21,25
45,solar thermal power plants ,0,0,2,3,11,23
46,ocean energy ,0,0,0,0,1,2
47,distribution losses ,179,233,272,310,390,454
48,own consumption electricity ,50,55,53,52,42,42
49,electricity for hydrogen production ,0,0,0,0,0,0
50,electricity for synfuel production ,0,0,0,0,0,0
51,final energy consumption (electricity) ,987,"1,285","1,498","1,711","2,150","2,505"
52,"fluctuating res (pv, wind, ocean) ",8,54,83,113,155,208
53,share of fluctuating res ,1%,3%,5%,5%,6%,7%
54,res share (domestic generation) ,64%,67%,67%,66%,63%,60%
0,table 13.3.2 latin america: final energy consumption in transport pj/a,2012,2020,2025,2030,2040,2050
1,road ,"6,326","7,489","8,286","9,093","10,099","9,856"
2,fossil fuels ,"5,561","6,292","6,792","7,303","7,863","7,480"
3,biofuels ,557,944,"1,215","1,486","1,836","1,856"
4,synfuels ,0,0,0,0,0,0
5,natural gas ,207,252,273,295,384,494
6,hydrogen ,0,0,0,0,0,0
7,electricity ,0,2,5,8,16,26
8,rail ,128,156,196,225,284,343
9,fossil fuels ,109,137,176,204,261,317
10,biofuels ,0,0,0,0,0,0
11,synfuels ,0,0,0,0,0,0
12,electricity ,18,19,20,21,23,25
13,navigation ,122,150,168,186,223,259
14,fossil fuels ,122,150,168,186,223,259
15,biofuels ,0,0,0,0,0,0
16,synfuels ,0,0,0,0,0,0
17,aviation ,200,252,288,324,386,418
18,fossil fuels ,200,252,288,324,386,418
19,biofuels ,0,0,0,0,0,0
20,synfuels ,0,0,0,0,0,0
21,total (incl. pipelines) ,"6,839","8,135","9,037","9,939","11,126","11,035"
22,fossil fuels ,"5,993","6,831","7,424","8,018","8,732","8,474"
23,biofuels (incl. biogas) ,557,944,"1,215","1,486","1,836","1,856"
24,synfuels ,0,0,0,0,0,0
25,natural gas ,271,339,373,407,519,653
26,hydrogen ,0,0,0,0,0,0
27,electricity ,18,22,25,29,39,51
28,total res ,569,958,"1,232","1,505","1,861","1,887"
29,res share ,8%,12%,14%,15%,17%,17%
0,table 13.3.3 latin america: heat supply pj/a,2012,2020,2025,2030,2040,2050
1,district heating plants,0,0,0,0,0,0
2,fossil fuels,0,0,0,0,0,0
3,biomass,0,0,0,0,0,0
4,solar collectors,0,0,0,0,0,0
5,geothermal,0,0,0,0,0,0
6,heat from chp1,134,176,199,230,332,580
7,fossil fuels,60,67,68,69,73,81
8,biomass,74,108,131,161,259,500
9,geothermal,0,0,0,0,0,0
10,hydrogen,0,0,0,0,0,0
11,direct heating,"7,354","9,056","10,240","11,433","14,049","15,669"
12,fossil fuels,"4,221","5,568","6,430","7,311","9,092","10,167"
13,biomass,"2,241","2,404","2,595","2,789","3,358","3,713"
14,solar collectors,22,54,74,94,149,220
15,geothermal,0,0,0,0,0,0
16,heat pumps2,0,0,0,0,0,0
17,electric direct heating,870,"1,030","1,140","1,240","1,450","1,570"
18,hydrogen,0,0,0,0,0,0
19,total heat supply3,"7,487","9,232","10,439","11,664","14,381","16,250"
20,fossil fuels,"4,281","5,635","6,499","7,380","9,165","10,247"
21,biomass,"2,314","2,512","2,726","2,950","3,616","4,213"
22,solar collectors,22,54,74,94,149,220
23,geothermal,0,0,0,0,0,0
24,heat pumps2,0,0,0,0,0,0
25,electric direct heating,870,"1,030","1,140","1,240","1,450","1,570"
26,hydrogen,0,0,0,0,0,0
27,res share (including res electricity),39%,35%,34%,33%,33%,33%
0,table 13.3.4: latin america: installed capacity gw,2012,2020,2025,2030,2040,2050
1,total generation ,272,370,430,490,604,695
2,fossil ,103,135,155,175,223,268
3,hard coal (& non-renewable waste) ,6,13,14,15,20,37
