,0,1,2,3,4,5,6
50,electricity for synfuel production ,0,0,0,0,0,0
51,final energy consumption (electricity) ,"4,459","4,578","4,741","4,922","5,207","4,607"
52,"fluctuating res (pv, wind, ocean) ",166,778,"1,666","2,568","3,674","4,085"
53,share of fluctuating res ,3%,14%,29%,41%,51%,57%
54,res share (domestic generation) ,18%,32%,48%,66%,83%,96%
0,table 13.2.9 Oecd north america: final energy consumption in transport pj/a,2012,2020,2025,2030,2040,2050
1,road ,"25,564","22,925","20,439","17,497","11,049","7,927"
2,fossil fuels ,"24,388","21,554","18,129","13,380","4,003",700
3,biofuels ,"1,139","1,185","1,131","1,089",583,453
4,synfuels ,0,0,0,0,0,0
5,natural gas ,32,10,59,128,183,200
6,hydrogen ,0,11,178,794,"2,113","3,212"
7,electricity ,5,166,943,"2,106","4,168","3,362"
8,rail ,663,676,697,686,710,559
9,fossil fuels ,624,567,489,389,259,84
10,biofuels ,0,34,63,81,103,56
11,synfuels ,0,0,0,0,0,0
12,electricity ,39,75,145,217,348,418
13,navigation ,550,566,576,598,637,696
14,fossil fuels ,550,550,548,528,437,357
15,biofuels ,0,16,28,70,200,339
16,synfuels ,0,0,0,0,0,0
17,aviation ,"2,161","2,047","1,922","1,762","1,582","1,678"
18,fossil fuels ,"2,161","2,047","1,868","1,596","1,190","1,007"
19,biofuels ,0,0,54,166,392,671
20,synfuels ,0,0,0,0,0,0
21,total (incl. pipelines) ,"29,748","26,878","24,224","21,060","14,347","11,083"
22,fossil fuels ,"27,723","24,717","21,034","15,894","5,889","2,148"
23,biofuels (incl. biogas) ,"1,139","1,235","1,276","1,405","1,278","1,520"
24,synfuels ,0,0,0,0,0,0
25,natural gas ,842,670,640,624,487,271
26,hydrogen ,0,11,178,794,"2,113","3,212"
27,electricity ,44,243,"1,097","2,343","4,582","3,932"
28,total res ,"1,147","1,316","1,891","3,486","6,835","8,396"
29,res share ,4%,5%,8%,17%,48%,76%
0,table 13.2.10 Oecd north america: heat supply pj/a,2012,2020,2025,2030,2040,2050
1,district heating plants ,0,103,352,653,"1,553","1,823"
2,fossil fuels ,0,0,0,0,0,0
3,biomass ,0,55,146,224,378,152
4,solar collectors ,0,25,114,239,642,904
5,geothermal ,0,23,92,189,534,768
6,heat from chp1 ,867,"1,119","1,456","1,903","2,678","3,120"
7,fossil fuels ,779,799,842,888,762,406
8,biomass ,88,247,370,550,884,"1,188"
9,geothermal ,0,32,135,286,688,"1,105"
10,hydrogen ,0,42,108,179,344,421
11,direct heating ,"19,082","20,003","19,331","18,515","15,967","13,373"
12,fossil fuels ,"15,798","15,559","13,652","11,415","5,645","1,597"
13,biomass ,"1,697","1,896","1,800","1,593","1,143",592
14,solar collectors ,68,549,"1,345","2,309","3,979","4,372"
15,geothermal ,0,73,111,149,219,208
16,heat pumps2 ,14,245,625,"1,135","2,630","3,736"
17,electric direct heating ,"1,506","1,680","1,751","1,778","1,925","2,201"
18,hydrogen ,0,0,47,137,426,667
19,total heat supply3 ,"19,949","21,226","21,139","21,072","20,198","18,316"
20,fossil fuels ,"16,577","16,358","14,494","12,303","6,407","2,003"
21,biomass ,"1,784","2,198","2,316","2,367","2,405","1,932"
22,solar collectors ,68,574,"1,459","2,548","4,620","5,275"
23,geothermal ,0,128,338,625,"1,440","2,080"
24,heat pumps2 ,14,245,625,"1,135","2,630","3,736"
25,electric direct heating ,"1,506","1,680","1,751","1,778","1,925","2,201"
26,hydrogen ,0,42,156,316,770,"1,089"
27,res share (including res electricity) ,11%,18%,27%,39%,67%,89%
0,table 13.2.10: Oecd north america: installed capacity gw,2012,2020,2025,2030,2040,2050
1,total generation ,"1,356","1,472","1,879","2,328","2,814","2,785"
2,fossil ,932,801,761,693,626,416
3,hard coal (& non-renewable waste) ,163,87,51,46,18,0
4,lignite ,188,122,64,5,0,0
5,gas (w/o h2) ,495,545,606,621,599,412
6,oil ,75,39,34,18,7,4
7,diesel ,11,7,5,3,2,0
8,nuclear ,124,66,48,7,0,0
9,"hydrogen (fuel cells, gas power plants, gas chp) ",0,2,4,7,13,17
10,renewables ,300,604,"1,066","1,621","2,175","2,353"
11,hydro ,204,213,219,225,230,233
12,wind ,67,206,397,544,730,763
13,of which wind offshore ,0,5,14,30,124,156
14,pv ,9,145,379,668,850,869
15,biomass (& renewable waste) ,16,21,23,27,33,62
16,geothermal ,4,8,15,31,56,80
17,solar thermal power plants ,1,5,25,101,181,198
18,ocean energy ,0,5,9,26,96,149
19,"fluctuating res (pv, wind, ocean) ",75,356,784,"1,238","1,675","1,780"
20,share of fluctuating res ,6%,24%,42%,53%,60%,64%
21,res share (domestic generation) ,22%,41%,57%,70%,77%,84%
0,table 13.2.12: Oecd north america: final energy demand pj/a,2012,2020,2025,2030,2040,2050
1,total (incl. non-energy use) ,"73,586","72,407","68,013","62,729","50,750","41,781"
2,total energy use1 ,"67,806","65,608","61,544","56,593","45,438","37,264"
3,transport ,"29,748","26,878","24,224","21,060","14,347","11,083"
4,oil products ,"27,723","24,717","21,034","15,894","5,889","2,148"
5,natural gas ,842,670,640,624,487,271
6,biofuels ,"1,139","1,235","1,276","1,405","1,278","1,520"
7,synfuels ,0,0,0,0,0,0
8,electricity ,44,243,"1,097","2,343","4,582","3,932"
9,RES electricity ,8,77,530,"1,554","3,803","3,784"
10,hydrogen ,0,11,178,794,"2,113","3,212"
11,res share transport ,4%,5%,8%,17%,48%,76%
12,industry ,"14,131","14,805","14,269","13,560","11,765","9,918"
13,electricity ,"4,191","4,746","4,910","4,882","4,931","5,033"
14,RES electricity ,772,"1,501","2,371","3,239","4,093","4,843"
15,public district heat ,241,284,294,304,307,276
16,RES district heat ,15,105,163,206,262,262
17,hard coal & lignite ,988,833,633,392,111,0
18,oil products ,"1,406","1,103",796,514,205,8
19,gas ,"5,943","5,956","5,419","5,025","3,281","1,684"
20,solar ,0,150,383,588,916,966
21,biomass ,"1,358","1,583","1,550","1,368",934,532
22,geothermal ,4,151,229,333,620,716
23,hydrogen ,0,0,54,154,461,702
24,res share industry ,15%,24%,33%,43%,61%,81%
25,other sectors ,"23,927","23,925","23,051","21,973","19,325","16,263"
26,electricity ,"11,819","11,493","11,060","10,494","9,234","7,619"
27,RES electricity ,"2,177","3,634","5,342","6,963","7,666","7,332"
28,public district heat ,57,144,504,929,"2,076","2,515"
29,RES district heat ,4,53,280,631,"1,773","2,390"
30,hard coal & lignite ,49,22,0,0,0,0
31,oil products ,"3,119","2,454","1,924","1,305",549,55
32,gas ,"7,906","8,270","7,329","6,051","2,352",203
33,solar ,68,399,961,"1,720","3,063","3,405"
34,biomass ,905,"1,050",950,845,524,173
35,geothermal ,5,94,323,629,"1,528","2,294"
36,hydrogen ,0,0,0,0,0,0
37,res share other sectors ,13%,22%,34%,49%,75%,96%
38,total res ,"6,455","10,035","14,472","20,110","28,597","31,985"
39,res share ,10%,15%,24%,36%,63%,86%
40,non energy use ,"5,780","6,799","6,469","6,136","5,313","4,517"
41,oil ,"4,932","5,378","4,285","3,544","1,845",539
42,gas ,842,697,650,525,340,191
43,coal ,6,724,"1,534","2,067","3,128","3,787"
0,table 13.2.13: Oecd north america: cO2 emissions mill t/a,2012,2020,2025,2030,2040,2050
1,condensation power plants ,"2,203","1,786","1,222",764,395,56
2,hard coal (& non-renewable waste) ,662,409,236,177,69,0
3,lignite ,988,708,362,25,0,0
4,gas ,495,637,598,549,322,55
5,oil ,51,27,21,11,2,1
6,diesel ,6,5,4,2,1,0
7,combined heat and power plants ,162,159,151,146,109,53
8,hard coal (& non-renewable waste) ,38,33,26,18,4,0
9,lignite ,4,0,0,0,0,0
10,gas ,111,121,122,127,105,52
11,oil ,9,5,2,1,1,1
12,co2 emissions power and chp plants ,"2,365","1,944","1,372",910,504,108
13,hard coal (& non-renewable waste) ,700,442,263,195,73,0
14,lignite ,992,708,362,25,0,0
15,gas ,606,758,720,676,427,106
16,oil & diesel ,66,37,27,14,4,2
17,co intensity (g/kWh),2,,,,,
18,without credit for chp heat,,,,,,
19,co2 intensity fossil electr. generation ,708,615,536,448,412,406
20,co2 intensity total electr. generation ,455,362,241,146,70,15
21,co2 emissions by sector ,"5,949","5,147","4,087","3,017","1,385",397
22,"% of 1990 emissions (5,554 mill t) 107%",107%,93%,74%,54%,25%,7%
23,industry1 ,558,520,446,375,221,103
24,other sectors1 ,659,632,547,444,195,35
25,transport ,"1,998","1,780","1,518","1,151",434,165
26,power generation2 ,"2,313","1,889","1,317",853,455,76
27,other conversion3 ,421,325,259,194,80,17
28,population (mill.) ,477,512,532,551,582,606
29,co2 emissions per capita (t/capita) ,12.5,10.1,7.7,5.5,2.4,0.7
0,table 13.2.14: Oecd north america: primary energy demand pj/a,2012,2020,2025,2030,2040,2050
1,total ,"107,517","101,342","92,037","82,666","69,040","58,357"
2,fossil ,"89,639","82,289","68,485","54,106","28,340","11,322"
3,hard coal (& non-renewable waste) ,"9,397","6,966","5,402","4,862","4,206","3,911"
4,lignite ,"9,466","6,643","3,399",236,0,0
5,natural gas ,"30,696","31,708","29,046","26,001","15,084","4,492"
6,crude oil ,"40,081","36,972","30,638","23,006","9,051","2,919"
7,nuclear ,"9,872","5,542","4,075",578,0,0
8,renewables ,"8,006","13,511","19,478","27,982","40,699","47,035"
9,hydro ,"2,488","2,668","2,755","2,794","2,815","2,815"
10,wind ,565,"2,012","3,943","5,499","7,753","8,304"
11,solar ,111,"1,363","3,724","7,513","12,573","14,374"
12,biomass (& renewable waste) ,"4,270","5,675","5,806","6,043","5,802","5,444"
13,geothermal ,572,"1,735","3,145","5,856","10,788","14,442"
14,ocean energy ,0,59,104,277,968,"1,656"
15,of which non-energy use ,"5,780","6,799","6,469","6,136","5,313","4,517"
16,net electricity imports (final energy) ,-14,-10,-10,-10,-10,-10
17,total incl. net electricity import ,"8,003","13,508","19,476","27,786","40,435","46,706"
